simulation_id,probability,payoutMultiplier
790,0.0001,0
791,0.0001,820
792,0.0001,0
793,0.0001,155
794,0.0001,1066
795,0.0001,46
796,0.0001,0
797,0.0001,1068
798,0.0001,938
799,0.0001,1669
800,0.0001,216
801,0.0001,963
802,0.0001,995
803,0.0001,202
804,0.0001,814
805,0.0001,262
806,0.0001,62
807,0.0001,167
808,0.0001,929
809,0.0001,1194
810,0.0001,47
811,0.0001,788
812,0.0001,109
813,0.0001,1396
814,0.0001,705
815,0.0001,170
816,0.0001,31
817,0.0001,204
818,0.0001,2527
819,0.0001,224
820,0.0001,985
821,0.0001,127
822,0.0001,124
823,0.0001,1788
824,0.0001,154
825,0.0001,21
826,0.0001,2802
827,0.0001,172
828,0.0001,93
829,0.0001,6783
830,0.0001,4272
831,0.0001,174
832,0.0001,133
833,0.0001,675
834,0.0001,720
835,0.0001,2261
836,0.0001,209
837,0.0001,77
838,0.0001,95
839,0.0001,1015
840,0.0001,814
841,0.0001,1652
842,0.0001,355
843,0.0001,981
844,0.0001,108
845,0.0001,70
846,0.0001,0
847,0.0001,1813
848,0.0001,1502
849,0.0001,2232
850,0.0001,994
851,0.0001,166
852,0.0001,108
853,0.0001,1762
854,0.0001,4246
855,0.0001,94
856,0.0001,1015
857,0.0001,1781
858,0.0001,876
859,0.0001,110
860,0.0001,63
861,0.0001,0
862,0.0001,62
863,0.0001,123
864,0.0001,270
865,0.0001,172
866,0.0001,154
867,0.0001,55
868,0.0001,104
869,0.0001,0
870,0.0001,261
871,0.0001,337
872,0.0001,869
873,0.0001,2198
874,0.0001,191
875,0.0001,1691
876,0.0001,217
877,0.0001,182
878,0.0001,178
879,0.0001,168
880,0.0001,866
881,0.0001,1117
882,0.0001,770
883,0.0001,190
884,0.0001,92
885,0.0001,173
886,0.0001,16
887,0.0001,85
888,0.0001,155
889,0.0001,1134
890,0.0001,23
891,0.0001,784
892,0.0001,705
893,0.0001,874
894,0.0001,953
895,0.0001,2435
896,0.0001,355
897,0.0001,300
898,0.0001,123
899,0.0001,162
900,0.0001,674
901,0.0001,865
902,0.0001,807
903,0.0001,23
904,0.0001,706
905,0.0001,780
906,0.0001,62
907,0.0001,846
908,0.0001,766
909,0.0001,830
910,0.0001,200
911,0.0001,39
912,0.0001,132
913,0.0001,1944
914,0.0001,1525
915,0.0001,354
916,0.0001,94
917,0.0001,62
918,0.0001,47
919,0.0001,1332
920,0.0001,1597
921,0.0001,743
922,0.0001,2943
923,0.0001,124
924,0.0001,1458
925,0.0001,1643
926,0.0001,370
927,0.0001,3498
928,0.0001,217
929,0.0001,72
930,0.0001,62
931,0.0001,202
932,0.0001,700
933,0.0001,198
934,0.0001,1081
935,0.0001,1892
936,0.0001,1091
937,0.0001,154
938,0.0001,910
939,0.0001,158
940,0.0001,2103
941,0.0001,1844
942,0.0001,266
943,0.0001,0
944,0.0001,70
945,0.0001,3097
946,0.0001,216
947,0.0001,943
948,0.0001,109
949,0.0001,232
950,0.0001,46
951,0.0001,1451
952,0.0001,210
953,0.0001,1701
954,0.0001,819
955,0.0001,828
956,0.0001,877
957,0.0001,774
958,0.0001,101
959,0.0001,203
960,0.0001,93
961,0.0001,219
962,0.0001,207
963,0.0001,208
964,0.0001,815
965,0.0001,46
966,0.0001,726
967,0.0001,761
968,0.0001,2370
969,0.0001,922
970,0.0001,172
971,0.0001,93
972,0.0001,0
973,0.0001,879
974,0.0001,874
975,0.0001,46
976,0.0001,645
977,0.0001,3509
978,0.0001,62
979,0.0001,900
980,0.0001,216
981,0.0001,125
982,0.0001,203
983,0.0001,659
984,0.0001,1669
985,0.0001,186
986,0.0001,124
987,0.0001,921
988,0.0001,1034
989,0.0001,0
990,0.0001,745
991,0.0001,724
992,0.0001,262
993,0.0001,2545
994,0.0001,62
995,0.0001,101
996,0.0001,1598
997,0.0001,1271
998,0.0001,2448
999,0.0001,187
1000,0.0001,871
1001,0.0001,248
1002,0.0001,32
1003,0.0001,46
1004,0.0001,0
1005,0.0001,817
1006,0.0001,0
1007,0.0001,2188
1008,0.0001,1069
1009,0.0001,3427
1010,0.0001,743
1011,0.0001,1778
1012,0.0001,31
1013,0.0001,164
1014,0.0001,1439
1015,0.0001,920
1016,0.0001,229
1017,0.0001,178
1018,0.0001,171
1019,0.0001,845
1020,0.0001,93
1021,0.0001,1773
1022,0.0001,1461
1023,0.0001,886
1024,0.0001,945
1025,0.0001,47
1026,0.0001,181
1027,0.0001,1289
1028,0.0001,119
1029,0.0001,116
1030,0.0001,125
1031,0.0001,898
1032,0.0001,986
1033,0.0001,94
1034,0.0001,800
1035,0.0001,211
1036,0.0001,23
1037,0.0001,62
1038,0.0001,0
1039,0.0001,1861
1040,0.0001,47
1041,0.0001,77
1042,0.0001,46
1043,0.0001,7371
1044,0.0001,147
1045,0.0001,82
1046,0.0001,114
1047,0.0001,177
1048,0.0001,1149
1049,0.0001,792
1050,0.0001,2979
1051,0.0001,62
1052,0.0001,4005
1053,0.0001,173
1054,0.0001,77
1055,0.0001,882
1056,0.0001,3226
1057,0.0001,666
1058,0.0001,889
1059,0.0001,2161
1060,0.0001,2407
1061,0.0001,768
1062,0.0001,139
1063,0.0001,1416
1064,0.0001,954
1065,0.0001,231
1066,0.0001,1504
1067,0.0001,82
1068,0.0001,46
1069,0.0001,47
1070,0.0001,124
1071,0.0001,62
1072,0.0001,690
1073,0.0001,62
1074,0.0001,255
1075,0.0001,108
1076,0.0001,78
1077,0.0001,210
1078,0.0001,155
1079,0.0001,179
1080,0.0001,952
1081,0.0001,4597
1082,0.0001,298
1083,0.0001,156
1084,0.0001,140
1085,0.0001,93
1086,0.0001,196
1087,0.0001,3881
1088,0.0001,1825
1089,0.0001,1592
1090,0.0001,0
1091,0.0001,286
1092,0.0001,927
1093,0.0001,62
1094,0.0001,814
1095,0.0001,838
1096,0.0001,185
1097,0.0001,1554
1098,0.0001,735
1099,0.0001,832
1100,0.0001,154
1101,0.0001,156
1102,0.0001,107
1103,0.0001,797
1104,0.0001,185
1105,0.0001,793
1106,0.0001,125
1107,0.0001,57
1108,0.0001,85
1109,0.0001,768
1110,0.0001,129
1111,0.0001,23
1112,0.0001,1008
1113,0.0001,4325
1114,0.0001,98
1115,0.0001,1799
1116,0.0001,175
1117,0.0001,819
1118,0.0001,236
1119,0.0001,0
1120,0.0001,849
1121,0.0001,883
1122,0.0001,1643
1123,0.0001,140
1124,0.0001,612
1125,0.0001,241
1126,0.0001,177
1127,0.0001,1037
1128,0.0001,2527
1129,0.0001,792
1130,0.0001,135
1131,0.0001,1009
1132,0.0001,616
1133,0.0001,216
1134,0.0001,876
1135,0.0001,78
1136,0.0001,928
1137,0.0001,134
1138,0.0001,178
1139,0.0001,31
1140,0.0001,896
1141,0.0001,93
1142,0.0001,0
1143,0.0001,62
1144,0.0001,0
1145,0.0001,62
1146,0.0001,129
1147,0.0001,31
1148,0.0001,754
1149,0.0001,112
1150,0.0001,190
1151,0.0001,262
1152,0.0001,21
1153,0.0001,1121
1154,0.0001,252
1155,0.0001,690
1156,0.0001,868
1157,0.0001,784
1158,0.0001,77
1159,0.0001,809
1160,0.0001,770
1161,0.0001,55
